f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,y
0.3922914005938952,0.4120595113269834,0.5186623265535759,-0.025191122092278317,-0.638618407986707,-0.1588878095509191,0.23220503393845324,-0.7649245123503495,-0.32547964075547153,0.5369835042042528,-0.3710838393621939,-0.31937956969391834,0.6225014066864915,1.0064868229434625,-0.5666783759750634,0
-0.2762007278975462,-0.11624390053436719,-0.1306448504605904,1.2365691006493367,1.021786498804288,0.7949432737618092,0.7853776387135848,-0.01835299412756907,1.536180168160384,-0.1558086926829922,0.6146670647405166,-0.2274762902767028,-0.06584661852283732,0.7582395722167466,0.38047027161978725,1
2.624271852632699,-0.08679432190956075,1.0574285480067802,-0.532076546915194,1.2175366187150183,-0.8183295751886843,1.0782946077952205,-1.178232810828935,0.5208686153574301,1.6410129579501296,1.054698340567676,2.5159589317273547,0.33364042120633597,1.1108072960582678,-0.006247089489547102,2
0.33671256528647,-1.7465629799668931,0.5597388747793126,-1.2952318705865666,-0.6631284790776883,0.3810979789801269,1.953514470779806,-0.14754386428341407,-0.44710379939261746,0.5676225369432438,0.5148073878165567,-0.4950832288822662,0.7162294443178209,-0.9458633215198577,-0.043173345664405456,0
0.37769937308125906,0.723563984713003,0.4699349020199169,0.6577249774185027,1.0879163935184006,-1.681916808584669,-2.0804431692602368,-2.23584916470068,-0.20967736242226145,-0.8254273527564405,-2.608917704255532,-0.25072823746667233,0.5526032475218319,-1.9311051789555862,-0.7090168434056818,0
1.06095062995611,-1.4612201298410914,0.42471313671649646,0.5709435377308147,-0.15542339919862516,-0.598659604960524,0.21190370627520963,1.3810262312926085,0.3671995468216278,0.1555108957532205,-1.8770132914567919,1.0225389431254,0.1304578501394763,-0.044171920846026565,0.4365477396609434,2
1.7739482744155741,-0.8194236082048255,0.9191469293496598,-1.0098512355539992,0.8102721929847595,1.0837696548795384,-0.8994858459953996,0.4980896151801302,0.7502004554309818,0.3581492251873354,1.399419565982487,1.3065992629685648,0.550043964800492,0.16625628510137458,0.22283136358316125,2
0.14076620392535572,-1.1106207661046918,-0.351867546037684,0.9311121554269988,-1.04453657600804,-1.0369393596070144,-2.023948116887976,0.7366220056821697,-0.8941390048899119,0.08907784638112748,-0.7891025438339812,0.9230074322921403,-0.6309495584440545,0.8085245886000477,-0.714891436528793,2
0.6046745206256323,-1.198863218676955,1.0244669715169075,-0.7282438437264989,0.8433100520982967,-0.2662151288560778,0.43758124493983486,-0.017459673169032335,-0.14116404269437208,-0.5604512092866711,-0.0038190634838725012,-0.9262607955002032,1.3168312798269572,0.11211598281397404,1.0433857853510915,0
-1.6910847798299131,-0.6939918517701243,-1.137194126640952,-0.4348112088791432,1.7380598313563205,-0.6911664576256731,1.0610496302488859,-2.468118726752151,-0.23015967886174593,1.0793788564541316,0.05625786700027847,-0.7422060845435782,-0.9387949344501222,0.04361427894591612,1.0650529304702538,2
