f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,y
-0.5137320410197612,0.7637539169935021,0.4456042788667398,-2.0958873951277237,0.49525590130887714,0.33566256331009686,-0.5890643202939215,0.4620515806819491,0.21099874923161055,-0.660138819933999,0.7336878382968308,1
0.8091580799294408,-0.5764343290263312,0.09653180759675513,-0.28694412043944395,-1.715869124999906,-0.9685137036778081,1.5171921628800322,-1.5187761176358856,-0.8554545792447662,0.3607551861114998,-1.6311755113497894,0
0.8428942302443847,-0.05100040243153971,-0.0241175964947916,-0.0965048581334411,1.8684748549511871,2.0088141759300706,1.40863071123572,-0.6669499989687568,-0.7386202367540491,-0.9535182666698663,-1.560543645790347,0
-1.6177842587738454,0.3244872625319188,0.09036126578532762,-1.34106997484991,0.08099476813246546,-1.8700250999240922,-0.01828377623835331,-0.5871905223353187,-0.9657785520180125,0.3558697896349928,0.8283798848826365,1
-0.06844538505268472,0.4404477809232417,-1.385589820784672,-1.4361148355537021,-0.8559231034247322,-0.6886409759231867,1.7660449418003128,-1.3477492092191452,-1.609041333178546,-0.2139226776918198,-1.390605746567413,0
0.10890619035647414,0.6708475307329086,0.03562068195960463,2.416711579265815,0.5422704213651226,-0.6444776034308913,0.5854497971520227,0.9679123975524518,-0.4535228138191748,0.85642197454499,-0.5271736025087037,0
0.15276634046521975,2.0975957093166007,2.2560025088757643,-0.4905785643351329,0.24350475840225053,-0.928215804520397,1.3786997127472675,0.46001808278266504,-1.1309668993051691,0.2557102666236174,-1.1893085743801974,0
1.8110873630583253,-0.846674323580488,0.39023109771170494,0.6110565573132278,-0.4993132739983748,-0.580442285661992,2.0255867772727734,-0.16634449347122976,-0.6985137877351975,-1.1900242605821914,-2.5452979880276385,0
-1.2909666597816967,0.4630305429416871,0.8901299564726874,-0.7482839154457783,0.13977397057117164,0.9013452277880163,0.44017549048671767,0.7105843721462386,-1.1743141496917229,1.5113384524584668,0.29408202092225977,0
-1.6311400582096596,-0.5415187300910331,0.7571373080334558,-0.04473343242991069,0.8471439366003258,0.96967869796487,-0.015260601991186395,-2.471711457220152,-0.9765689078714019,-1.2712731730607338,0.832657459396489,1
-0.5867665688678307,0.8247597283052256,-0.33667867518447503,-1.600908404535332,1.5842966960278297,0.808222382902144,0.27646708627703737,2.300387598831701,-0.6015563788952228,1.4182950307591509,0.07201807685098982,1
0.8971139301532326,1.5522287795677439,-1.112496479212473,0.403307612729092,-0.5074583454731874,-0.6843417450556507,1.3706176827020486,0.21110226159558027,-0.6719691343207882,-0.7091003604086228,-1.5571393064332615,0
0.9040481449334684,0.07821113132545525,-0.05383432163105216,-0.11492392371574793,-1.3035063990183686,-0.19125071562627785,1.4094406699462065,-1.927728371300001,-0.7022182660561264,1.695630352861413,-1.591953131171232,0
0.2640210930895173,0.7396590406419999,0.5872495021325914,1.6778257658996254,-1.8439364899876962,-0.04714065882019183,0.059294932193360995,-1.3845424097101304,0.10763410919743532,-1.0418396757435504,-0.18062853226670916,1
-3.027677204735951,-1.2507895508280258,0.7487463032285366,2.5801984398557374,2.24608984046946,1.2198044675259156,-0.42736804229107805,0.5190819460519602,-1.458501459516476,-0.1612184402389934,1.8675441947336175,1
-0.589017210516784,1.7674215782172702,2.3127061416870105,0.79286796236624,0.9010732323826574,-1.0284880883665097,-1.1780536306131988,-0.31331307132984615,0.6880713435541899,0.2484345453370565,1.2468085846349188,1
-0.9592092756358306,0.03711519886678547,-0.8134177781302047,-1.4696480782179189,1.0444948520854898,-0.2326631068845382,0.19000009508790922,0.948550009808646,-0.7508859953049056,0.3229974822649429,0.3290999590494388,1
-3.5721166676942273,-1.197450433118363,-2.1873245936855503,-0.5465251456429768,-0.6207438948290805,0.9419239559198916,0.43613751364952813,-0.9131467768640512,-2.5554047014440417,-0.09697206005550464,1.4445911511340683,1
-0.15562205008273278,1.0600191225036015,0.07808505923730205,-0.5015288706017981,1.7401407553871633,-0.2941362985251793,0.1881017577430893,0.11637740818160376,-0.2614178239879834,-1.6279650523142697,-0.07351360427741505,0
-1.156182588696916,-0.19890039760904785,1.9813711662913767,0.2661611253799932,-0.6815189874142308,1.6742185410092159,0.10906307706754437,-0.7209375469409753,-0.7986126777172069,-0.8396951328273325,0.49347146944916875,1
-1.1458120027938907,0.2194191123849324,-0.8846849900154827,1.5520053380117567,0.9222243263299464,-0.22268331712733297,-0.3936878133675369,0.1618100493184951,-0.3460893467576982,0.3593011242186995,0.8939275365785189,1
-1.0083060894558544,-0.4227945647211408,0.03311500301620819,-1.2148236057167299,0.8149128899509955,-0.2843077631495339,1.7649218770747468,0.47697839652856755,-2.1785467756468817,0.17260000984039514,-0.9170186531886367,0
